Obesity Prevalence,,,Year 2013,Year 2013,Year 2012,Year 2012,Year 2004,Year 2004
State,FIPS Codes,County,number,percent,number,percent,number,percent
Virginia,51029,Buckingham County,4540,33.5,4470,33.1,3279,26.7
Virginia,51031,Campbell County,13360,31.5,13810,32.6,9887,25.7
Virginia,51033,Caroline County,6464,29.6,6387,29.7,4829,27.1
Virginia,51035,Carroll County,6822,29.1,7246,31,5381,23.4
Virginia,51036,Charles City County,2053,35.2,2125,36.4,1572,28.3
Virginia,51037,Charlotte County,3122,33.5,3024,32.2,2446,26.6
Virginia,51041,Chesterfield County,61553,26,62053,26.7,52470,26.3
Virginia,51043,Clarke County,2930,26.8,3030,28,2419,23
Virginia,51045,Craig County,1134,27.8,1190,29.2,887.2,22.8
Virginia,51047,Culpeper County,11115,31.8,10367,30.2,7809,26.5
Virginia,51049,Cumberland County,2428,32.1,2350,31.4,1795,26.3
Virginia,51051,Dickenson County,4209,35.1,3622,29.8,3045,24.4
Virginia,51053,Dinwiddie County,7000,32.7,6945,32.6,4990,26.6
Virginia,51057,Essex County,2830,32.7,2538,29.5,1991,25.5
Virginia,51059,Fairfax County,169406,20.3,163911,19.9,147500,20.4
Virginia,51061,Fauquier County,12590,25.5,12397,25.5,10010,21.9
Virginia,51063,Floyd County,3177,26.5,3178,26.8,2513,22.7
Virginia,51065,Fluvanna County,5455,27.6,5803,29.5,4183,23.4
Virginia,51067,Franklin County,12400,28.4,11854,27.3,8828,23.4
Virginia,51069,Frederick County,19029,31.7,19178,32.5,11570,23.8
Virginia,51071,Giles County,3957,30.3,4100,31.4,3031,23.5
Virginia,51073,Gloucester County,9819,34.5,9403,33.2,6736,24.7
Virginia,51075,Goochland County,4841,28.4,4153,24.9,3659,25.2
Virginia,51077,Grayson County,3675,30.3,4033,33.3,2919,22.7
Virginia,51079,Greene County,3886,27.9,3683,26.7,2951,24.6
Virginia,51081,Greensville County,3107,32.7,3328,34.6,2598,29.4
Virginia,51083,Halifax County,8801,32.4,9816,35.9,7753,28.4
Virginia,51085,Hanover County,20487,27.4,19521,26.5,14700,21.3
Virginia,51087,Henrico County,65129,27.5,65858,28.2,49640,24.6
Virginia,51089,Henry County,13219,32.3,13020,31.7,10890,25.1
Virginia,51091,Highland County,502,26.3,519,27.3,444.2,22.4
Virginia,51093,Isle of Wight County,7981,29.3,7685,28.6,6318,26.1
Virginia,51095,James City County,13764,25.2,13017,24.6,10220,24
Virginia,51097,King and Queen County,1689,30.1,1711,31,1337,26
Virginia,51099,King George County,5020,28.3,4967,28.7,3467,25.2
Virginia,51101,King William County,3134,26.3,3545,30,2708,26
Virginia,51103,Lancaster County,2753,29.8,2902,31.1,2199,23.7
Virginia,51105,Lee County,5843,29.4,5592,27.9,4630,25.7
Virginia,51107,Loudoun County,51511,21.6,49912,21.8,33870,20.6
Virginia,51109,Louisa County,8474,32.4,9041,35.2,5147,23.9
Virginia,51111,Lunenburg County,2729,27.5,2732,27.4,2716,26.6
Virginia,51113,Madison County,2940,29.1,3140,31.2,2434,24.7
Virginia,51115,Mathews County,2000,27.8,1932,27,1712,23.4
Virginia,51117,Mecklenburg County,7627,30.9,7970,31.9,6890,27.6
Virginia,51119,Middlesex County,2332,26.2,2292,25.7,1962,23.6
Virginia,51121,Montgomery County,17671,24.2,17201,23.7,14080,22.5
Virginia,51125,Nelson County,3479,29.7,3244,27.7,2886,25
Virginia,51127,New Kent County,4204,28.2,4609,31.6,2861,24.6
Virginia,51131,Northampton County,3424,36.1,3407,35.3,2837,28.4
Virginia,51133,Northumberland County,2662,26.3,2602,25.6,2455,23.8
Virginia,51135,Nottoway County,4157,34,4408,35.6,3104,26.4
Virginia,51137,Orange County,7428,28.3,7239,28.1,5606,25.5
Virginia,51139,Page County,5211,28.3,5454,29.5,4069,22.7
Virginia,51141,Patrick County,4510,30.9,4510,30.8,3253,21.8
Virginia,51143,Pittsylvania County,15623,32,16138,33.1,12900,27.6
Virginia,51145,Powhatan County,6572,30,6650,30.9,5063,26.2
Virginia,51147,Prince Edward County,5433,32.1,5123,29.8,3535,24.6
Virginia,51149,Prince George County,9464,33.2,9893,35.2,7029,26.5
Virginia,51153,Prince William County,77760,25.5,74864,25.2,63200,27.7
Virginia,51155,Pulaski County,9072,33,8907,32.4,7122,25.9
Virginia,51157,Rappahannock County,1615,27.2,1560,26.4,1273,23.2
Virginia,51159,Richmond County,2176,29.9,2173,29.5,1942,26.2
Virginia,51161,Roanoke County,19071,26.6,18805,26.5,14330,21.7
Virginia,51163,Rockbridge County,4454,24.8,4334,24.3,3745,23.1
Virginia,51165,Rockingham County,15297,26.4,16028,27.9,11530,22.4
Virginia,51167,Russell County,6400,28.9,6931,31.1,5101,23
Virginia,51169,Scott County,5593,31.2,5882,32.7,4386,24.4
Virginia,51171,Shenandoah County,8680,26.6,8542,26.3,7662,26.4
Virginia,51173,Smyth County,7311,29.6,6718,27.3,5470,22
Virginia,51175,Southampton County,4437,31.1,4733,33.1,3498,26.5
Virginia,51177,Spotsylvania County,29801,32.7,29822,33.5,17100,22
Virginia,51179,Stafford County,28424,29.6,30891,33.1,19240,24.6
Virginia,51181,Surry County,1886,35.3,1787,33.4,1455,28.1
Virginia,51183,Sussex County,3480,35.9,3777,38.7,2812,29.1
Virginia,51185,Tazewell County,10422,30.3,9949,28.8,8597,25
Virginia,51187,Warren County,8403,29.2,7753,27.5,5618,22.5
Virginia,51191,Washington County,12891,30,13164,30.7,9955,24.8
Virginia,51193,Westmoreland County,4265,30.7,4179,30.3,3453,26.8
Virginia,51195,Wise County,9612,30.8,10365,33.2,8181,26
Virginia,51197,Wythe County,7145,31.3,6886,30.3,5119,23.8
Virginia,51199,York County,12532,26.1,12844,26.9,9993,23.1
Virginia,51510,Alexandria city,24385,20.1,24676,20.7,23490,21.5
Virginia,51515,Bedford city,No Data,No Data,1527,33,1138,24.1
Virginia,51520,Bristol city,3686,27.3,3992,29.2,3040,22.6
Virginia,51530,Buena Vista city,1268,25.9,1408,28.3,1069,22.6
Virginia,51540,Charlottesville city,9466,25.9,9395,26.2,7399,22.8
Virginia,51550,Chesapeake city,54126,32.3,51612,31.2,40990,27.2
Virginia,51570,Colonial Heights city,3536,26.8,3446,26.3,3067,23.3
Virginia,51580,Covington city,1164,26.4,1297,29.4,1162,24.3
Virginia,51590,Danville city,11020,34.1,11353,35,9687,27.9
Virginia,51595,Emporia city,1214,29.7,1343,32.2,1101,27.1
Virginia,51600,Fairfax city,3995,21.8,4069,22.7,4052,23.9
Virginia,51610,Falls Church city,2657,27.5,2506,26.4,1932,24.3
Virginia,51620,Franklin city,2139,34.4,2126,34.3,1698,27.8
Virginia,51630,Fredericksburg city,5867,28.8,5917,29.6,3791,25.4
Virginia,51640,Galax city,1349,26,1489,28.7,1115,22.5
Virginia,51650,Hampton city,35686,34.8,32685,32.1,29810,28.3
Virginia,51660,Harrisonburg city,9216,24.8,9970,26.9,6809,23.2
Virginia,51670,Hopewell city,5146,31.8,5549,34.1,4032,25.5
Virginia,51678,Lexington city,1329,26,1367,27.2,1158,23.1
Virginia,51680,Lynchburg city,15530,27.1,16809,29.8,11810,24.6
Virginia,51683,Manassas city,8385,28.7,7792,27.5,6218,24.5
Virginia,51685,Manassas Park city,3161,28.3,3273,29.7,1956,25.7
Virginia,51690,Martinsville city,3463,33.5,3475,33.4,3078,27.3
Virginia,51700,Newport News city,42926,32.3,44809,34.1,35460,28.5
Virginia,51710,Norfolk city,56063,30.1,58476,31.4,43950,26.3
Virginia,51720,Norton city,790,26.2,856,27.9,687,23.5
Virginia,51730,Petersburg city,10281,41.4,9417,38.3,7670,32.6
Virginia,51735,Poquoson city,2250,24.7,2390,26.5,2006,23.3
Virginia,51740,Portsmouth city,26592,37.2,26387,36.9,20630,29.4
Virginia,51750,Radford city,3746,29.6,3605,29.4,2563,23.5
Virginia,51760,Richmond city,50048,30,48330,29.6,37100,26
Virginia,51770,Roanoke city,23984,31.9,25608,34.4,18830,27.3
Virginia,51775,Salem city,4810,25.2,4534,23.9,4623,24.9
Virginia,51790,Staunton city,5146,27.1,5157,27.5,4322,24.5
Virginia,51800,Suffolk city,19845,31.9,18395,29.9,14360,26.5
Virginia,51810,Virginia Beach city,93456,27.9,89437,27.1,71250,23
Virginia,51820,Waynesboro city,4673,29.7,4708,30,3481,22.6
Virginia,51830,Williamsburg city,2859,26,3129,27.4,1955,23.6
Virginia,51840,Winchester city,5406,26.7,5261,26.5,4097,22.1
Washington,53001,Adams County,4065,34.4,3893,33.2,3085,29
Washington,53003,Asotin County,5676,33.4,5451,32.4,4024,25.9
Washington,53005,Benton County,41079,31.5,40408,31.4,25290,23.1
Washington,53007,Chelan County,14457,26.7,14134,26.4,10520,21.4
Washington,53009,Clallam County,15241,26.3,15774,27.3,12690,24
Washington,53011,Clark County,95530,29.9,94331,30,73300,26.4
Washington,53013,Columbia County,953,30,1011,32.2,907.5,28.1
Washington,53015,Cowlitz County,24362,32.1,24506,32.4,20190,29
Washington,53017,Douglas County,8006,28.7,8168,29.4,5823,24
Washington,53019,Ferry County,1690,28.1,1648,27.4,1473,26.4
Washington,53021,Franklin County,16648,30.1,17150,31.5,8986,23.5
Washington,53023,Garfield County,578,33.1,552,31.5,485.7,27.6
Washington,53025,Grant County,21105,34.3,21338,35,14210,26.7
Washington,53027,Grays Harbor County,20135,36.9,20081,36.5,14180,27.2
Washington,53029,Island County,16926,27.4,16291,26.3,13650,23.1
Washington,53031,Jefferson County,6251,24.5,5876,23.3,4718,20.9
Washington,53033,King County,348803,22.2,341884,22.3,253500,18.8
Washington,53035,Kitsap County,57285,29.6,57171,29.5,42280,24.2
Washington,53037,Kittitas County,9262,28.9,8807,27.5,5892,21.6
Washington,53039,Klickitat County,4394,27.5,4064,25.7,3742,25.8
Washington,53041,Lewis County,18574,32.8,18793,33.1,14550,28
Washington,53043,Lincoln County,2443,31.2,2614,33,2126,26.9
Washington,53045,Mason County,14474,30.5,15547,32.7,9979,24.7
Washington,53047,Okanogan County,8578,28,8854,28.9,7030,24.6
Washington,53049,Pacific County,5232,31.6,5855,35.3,4796,29
Washington,53051,Pend Oreille County,2874,28.8,2700,27,2358,25.2
Washington,53053,Pierce County,180551,30,183899,31,138000,26
Washington,53055,San Juan County,2749,20.7,2367,17.9,2042,16.6
Washington,53057,Skagit County,23502,26.4,25015,28.4,17460,21.5
Washington,53059,Skamania County,2434,28.1,2571,30.1,1908,24.5
Washington,53061,Snohomish County,163297,29.4,154951,28.6,111400,24.1
Washington,53063,Spokane County,104397,29.2,100641,28.4,74750,23.6
Washington,53065,Stevens County,9971,30.6,9859,30.3,7345,24.6
Washington,53067,Thurston County,55687,28.1,55701,28.6,40490,24.3
Washington,53069,Wahkiakum County,1019,31.4,1066,33.4,779.2,26.6
Washington,53071,Walla Walla County,12306,28,11398,26.1,10480,25.2
Washington,53073,Whatcom County,36237,23.1,36160,23.3,28270,21.2
Washington,53075,Whitman County,7972,22.9,8335,24.2,6971,22.9
Washington,53077,Yakima County,49141,29.6,48043,29.1,37380,24.5
West Virginia,54001,Barbour County,4774,37.6,4410,34.7,3284,27.9
West Virginia,54003,Berkeley County,27429,34.3,28111,35.7,18970,29.1
West Virginia,54005,Boone County,6425,35.4,6500,35.4,6091,31.5
West Virginia,54007,Braxton County,3650,32.5,3537,31.2,3279,28.6
West Virginia,54009,Brooke County,7282,39,6536,34.9,5620,29.3
West Virginia,54011,Cabell County,22788,30.5,24750,33.3,20090,27.7
West Virginia,54013,Calhoun County,1931,32.7,2055,34.5,1621,28.4
West Virginia,54015,Clay County,2247,32.6,2514,36.3,2289,29.9
West Virginia,54017,Doddridge County,2362,35.7,2261,35.3,1564,28
West Virginia,54019,Fayette County,12506,35.6,12218,34.5,11440,31.6
West Virginia,54021,Gilmer County,2762,39,2792,39,1543,28.3
West Virginia,54023,Grant County,3581,38.9,3386,36.9,2535,28.5
West Virginia,54025,Greenbrier County,9577,34.2,9443,33.7,7900,29.4
West Virginia,54027,Hampshire County,6123,33.8,6110,33.7,4377,27.3
West Virginia,54029,Hancock County,8206,34.8,9006,38,6542,26.6
West Virginia,54031,Hardy County,4008,37,3837,35.7,2974,29.9
West Virginia,54033,Harrison County,17738,33.7,17515,33.2,13810,26.8
West Virginia,54035,Jackson County,7033,31.7,6771,30.5,6078,28.3
West Virginia,54037,Jefferson County,13529,33.2,13048,32.5,10070,28.7
West Virginia,54039,Kanawha County,48469,32.7,47110,31.7,42790,28.6
West Virginia,54041,Lewis County,4577,35.9,4596,36.2,3887,29.5
West Virginia,54043,Lincoln County,6494,39.9,6607,40.5,4724,27.9
West Virginia,54045,Logan County,11347,40.7,11606,41.2,9967,35.7
West Virginia,54047,McDowell County,6818,42.1,6686,40.1,5996,31.9
West Virginia,54049,Marion County,14283,32.6,15055,34.4,11970,27.5
West Virginia,54051,Marshall County,8914,35.2,8250,32.5,6870,26
West Virginia,54053,Mason County,7541,36.1,7611,36.4,6262,31.6
West Virginia,54055,Mercer County,17791,37.4,16228,33.9,12410,26
West Virginia,54057,Mineral County,7302,34.5,7377,34.7,5734,28.5
West Virginia,54059,Mingo County,7969,40.3,8078,40.5,6492,31.8
West Virginia,54061,Monongalia County,22913,28.8,21412,27.4,15980,25.2
West Virginia,54063,Monroe County,3239,30.9,3324,31.8,2953,28.3
West Virginia,54065,Morgan County,4456,32.6,4640,34,3347,27.6
West Virginia,54067,Nicholas County,7657,38.2,7193,35.6,5879,29.2
West Virginia,54069,Ohio County,10611,31.4,9989,29.3,9156,26.5
West Virginia,54071,Pendleton County,2143,36,2120,35.3,1646,27
West Virginia,54073,Pleasants County,2304,38.8,2242,37.8,1710,30.2
West Virginia,54075,Pocahontas County,2203,31.4,2260,32.2,2135,30.4
West Virginia,54077,Preston County,9541,35.9,9483,35.5,6157,27.1
West Virginia,54079,Putnam County,14683,34.6,13714,32.5,10460,26.2
West Virginia,54081,Raleigh County,21556,35.6,21034,34.5,16470,26.9
West Virginia,54083,Randolph County,8066,34.8,8201,35.6,5968,27.4
West Virginia,54085,Ritchie County,2790,35.7,2687,33.9,2229,27.8
West Virginia,54087,Roane County,4059,36.2,4180,37,3270,27.9
West Virginia,54089,Summers County,3955,36.1,4186,37.7,3257,29.2
West Virginia,54091,Taylor County,4885,37,4794,36.4,3572,28.6
West Virginia,54093,Tucker County,2114,37.8,1978,35.9,1683,30.6
West Virginia,54095,Tyler County,2290,32.6,2406,34.2,2179,30.3
West Virginia,54097,Upshur County,7141,38.2,6732,36.2,5070,28.6
West Virginia,54099,Wayne County,11967,37.7,12053,38,9523,29.7
West Virginia,54101,Webster County,2410,34.7,2477,35.5,2297,30.1
West Virginia,54103,Wetzel County,4136,33,4229,33.3,3601,27.9
West Virginia,54105,Wirt County,1659,36.9,1713,38.1,1232,28
West Virginia,54107,Wood County,23749,35.9,22569,34.1,19890,30.3
West Virginia,54109,Wyoming County,6839,38.8,6752,37.9,5381,28.5
Wisconsin,55001,Adams County,5789,34,5337,31.3,4012,24.5
Wisconsin,55003,Ashland County,3261,27.3,3304,27.8,2834,23.4
Wisconsin,55005,Barron County,10976,31.6,11625,33.4,8623,25.2
Wisconsin,55007,Bayfield County,3468,28.7,3380,28.2,2860,24.8
Wisconsin,55009,Brown County,52805,28.4,50034,27.2,38460,22.5
Wisconsin,55011,Buffalo County,3264,32,3346,32.8,2469,24
Wisconsin,55013,Burnett County,3502,28.7,3503,28.8,3110,24.2
Wisconsin,55015,Calumet County,11181,31.3,10405,29.3,7713,24.7
Wisconsin,55017,Chippewa County,14309,30.2,13388,28.5,9946,22.8
Wisconsin,55019,Clark County,8032,34.1,7921,33.7,5623,23.7
Wisconsin,55021,Columbia County,14789,34.7,14139,33.4,9645,23.6
Wisconsin,55023,Crawford County,4155,33.1,3714,29.4,2939,23.6
Wisconsin,55025,Dane County,91284,23.7,84325,22.2,70290,20.8
Wisconsin,55027,Dodge County,21531,31.7,18819,27.7,16660,25.2
Wisconsin,55029,Door County,6210,27.5,6222,27.8,5302,23.9
Wisconsin,55031,Douglas County,10774,32.2,10576,31.7,7884,23.8
Wisconsin,55033,Dunn County,10570,32.3,9625,29.7,6878,22.6
Wisconsin,55035,Eau Claire County,22250,29.2,24286,32.3,16130,23.3
Wisconsin,55037,Florence County,1191,32,1243,33.9,939.5,24.1
Wisconsin,55039,Fond du Lac County,23131,30.1,23710,31,17930,24.6
Wisconsin,55041,Forest County,2414,34.7,2240,31.9,1808,24.4
Wisconsin,55043,Grant County,12079,31.9,11185,29.7,8954,24.4
Wisconsin,55045,Green County,8682,31.4,8460,30.9,6746,26.4
Wisconsin,55047,Green Lake County,4928,34.6,4452,31.1,3369,23.2
Wisconsin,55049,Iowa County,5618,31.8,4863,27.7,3995,23.5
Wisconsin,55051,Iron County,1413,29.1,1408,28.9,1267,23.7
Wisconsin,55053,Jackson County,5054,32.6,5015,32.5,3528,24
Wisconsin,55055,Jefferson County,18284,29.4,18031,29.2,13270,23.1
Wisconsin,55057,Juneau County,7367,35.8,6998,33.9,4412,23.1
Wisconsin,55059,Kenosha County,39992,32.9,38315,31.8,28510,25.4
Wisconsin,55061,Kewaunee County,5171,33.5,5366,34.7,3641,23.8
Wisconsin,55063,La Crosse County,24870,28.3,21941,25.2,18580,23.2
Wisconsin,55065,Lafayette County,4315,35.3,4014,32.8,2856,23.9
Wisconsin,55067,Langlade County,4533,29.9,4359,28.6,3995,25.3
Wisconsin,55069,Lincoln County,7199,32.8,6922,31.5,5381,23.8
Wisconsin,55071,Manitowoc County,18996,30.8,19117,31.1,15790,25.9
Wisconsin,55073,Marathon County,29595,29.5,29240,29.5,21990,23.7
Wisconsin,55075,Marinette County,11436,35.3,10580,32.7,8263,25.2
Wisconsin,55077,Marquette County,4144,34.9,3963,33.3,2898,25.1
Wisconsin,55078,Menominee County,1191,42.5,1149,41,831.6,29.7
Wisconsin,55079,Milwaukee County,228327,32.9,213710,31,174300,26.5
Wisconsin,55081,Monroe County,10790,33,10294,31.6,7097,23.5
Wisconsin,55083,Oconto County,8748,30.4,8206,28.6,7132,25.5
Wisconsin,55085,Oneida County,9431,32.8,8652,30.2,6603,22.9
Wisconsin,55087,Outagamie County,39704,30.1,41694,32,29810,24.6
Wisconsin,55089,Ozaukee County,17666,27.1,17639,27.3,14060,22.4
Wisconsin,55091,Pepin County,1899,34.2,1803,32.4,1276,23.4
Wisconsin,55093,Pierce County,9035,30.3,9057,30.5,6563,23.5
Wisconsin,55095,Polk County,9965,30.3,9716,29.7,7784,23.9
Wisconsin,55097,Portage County,17743,33.4,18242,34.6,11000,22.1
Wisconsin,55099,Price County,3754,34,3562,32.2,2874,24.4
Wisconsin,55101,Racine County,47222,32.9,45428,31.8,32830,23.6
Wisconsin,55103,Richland County,4245,31.8,4366,32.8,3230,23.6
Wisconsin,55105,Rock County,43560,36.9,39553,33.7,29140,25.8
Wisconsin,55107,Rusk County,3492,31.7,3441,31.6,2738,24
Wisconsin,55109,St. Croix County,16078,26.2,17247,28.4,12850,24
Wisconsin,55111,Sauk County,15271,32.5,14117,30.3,9907,23.6
Wisconsin,55113,Sawyer County,3811,29.7,3650,28.4,3292,25.8
Wisconsin,55115,Shawano County,10703,33.8,10518,33.4,7372,24.1
Wisconsin,55117,Sheboygan County,25241,29.4,23551,27.5,19490,23.2
Wisconsin,55119,Taylor County,5240,34.4,5148,34.2,3434,23.7
Wisconsin,55121,Trempealeau County,6424,29.6,6788,31.4,5068,24.9
Wisconsin,55123,Vernon County,7123,32.8,7393,34.1,4787,23.2
Wisconsin,55125,Vilas County,4789,27.7,4713,27.4,4262,24.2
Wisconsin,55127,Walworth County,19205,25.1,20481,26.9,17090,23.5
Wisconsin,55129,Washburn County,3785,30.8,3531,28.5,3029,23.9
Wisconsin,55131,Washington County,28937,29.2,28991,29.5,20200,22.2
Wisconsin,55133,Waukesha County,81202,27.5,78778,27,57230,20.7
Wisconsin,55135,Waupaca County,11320,28.5,10194,25.8,9889,25.3
Wisconsin,55137,Waushara County,6327,32.9,6168,32,4483,23.8
Wisconsin,55139,Winnebago County,40767,31.9,35790,28.1,28190,23.8
Wisconsin,55141,Wood County,18116,32.3,19215,34.2,13440,24.1
Wyoming,56001,Albany County,6801,23.3,6087,21.1,4685,19.6
Wyoming,56003,Big Horn County,2502,28.9,2358,27.8,1772,21.5
Wyoming,56005,Campbell County,11543,34.3,11200,33.6,6180,23.9
Wyoming,56007,Carbon County,3326,28.2,3111,26.5,3072,26.2
Wyoming,56009,Converse County,2947,28.3,2897,28.4,2009,21.9
Wyoming,56011,Crook County,1372,25.9,1501,28,949.4,20.9
Wyoming,56013,Fremont County,8401,28.3,7730,26,5854,22.4
Wyoming,56015,Goshen County,3124,29.9,2907,27.6,1971,21.4
Wyoming,56017,Hot Springs County,1016,27,955,25.2,922.9,25.4
Wyoming,56019,Johnson County,1374,21.1,1485,22.8,1145,19.5
Wyoming,56021,Laramie County,21120,29.7,19698,28.2,13500,21.7
Wyoming,56023,Lincoln County,3321,25.6,3056,24.2,2480,22.4
Wyoming,56025,Natrona County,17577,29.4,16349,28.1,11000,21.8
Wyoming,56027,Niobrara County,523,25.5,537,27,394.5,22.2
Wyoming,56029,Park County,5662,25.5,5381,24.5,3602,18.1
Wyoming,56031,Platte County,1888,28,1828,26.8,1538,23.3
Wyoming,56033,Sheridan County,5295,23.3,5481,24.5,4192,20.4
Wyoming,56035,Sublette County,1751,23.5,1589,20.7,1034,20.7
Wyoming,56037,Sweetwater County,10080,31.7,9301,29.2,6474,24.3
Wyoming,56039,Teton County,2250,12.7,2127,12.5,1881,12.4
Wyoming,56041,Uinta County,3986,27.9,4223,29.6,2950,21.9
Wyoming,56043,Washakie County,1716,27.7,1518,24.7,1240,21.4
Wyoming,56045,Weston County,1590,29.2,1584,29.4,1177,22.8
Puerto Rico,72001,Adjuntas Municipio,,,,,No Data,No Data
Puerto Rico,72003,Aguada Municipio,,,,,No Data,No Data
Puerto Rico,72005,Aguadilla Municipio,,,,,No Data,No Data
Puerto Rico,72007,Aguas Buenas Municipio,,,,,No Data,No Data
Puerto Rico,72009,Aibonito Municipio,,,,,No Data,No Data
Puerto Rico,72011,Añasco Municipio,,,,,No Data,No Data
Puerto Rico,72013,Arecibo Municipio,,,,,No Data,No Data
Puerto Rico,72015,Arroyo Municipio,,,,,No Data,No Data
Puerto Rico,72017,Barceloneta Municipio,,,,,No Data,No Data
Puerto Rico,72019,Barranquitas Municipio,,,,,No Data,No Data
Puerto Rico,72021,Bayamón Municipio,,,,,No Data,No Data
Puerto Rico,72023,Cabo Rojo Municipio,,,,,No Data,No Data
Puerto Rico,72025,Caguas Municipio,,,,,No Data,No Data
Puerto Rico,72027,Camuy Municipio,,,,,No Data,No Data
Puerto Rico,72029,Canóvanas Municipio,,,,,No Data,No Data
Puerto Rico,72031,Carolina Municipio,,,,,No Data,No Data
Puerto Rico,72033,Cataño Municipio,,,,,No Data,No Data
Puerto Rico,72035,Cayey Municipio,,,,,No Data,No Data
Puerto Rico,72037,Ceiba Municipio,,,,,No Data,No Data
Puerto Rico,72039,Ciales Municipio,,,,,No Data,No Data
Puerto Rico,72041,Cidra Municipio,,,,,No Data,No Data
